Date Received,Your Title,Title-Level,Gender,Location,City,Global Region,Current Tenure,Was your previous role a CISO / Head of Security position?,Current Company Size,Industry,Company Structure,Title of person you report to?,Compensation Currency,Annual Base Salary $,Estimated Annual Bonus $,Estimated Annual Equity / RSU Value,Base-Converted,Bonus-Converted,Equity-Converted,Total Comp-Converted,Which of the following functions fall under your direct responsibility and decision-making authority?,Team Size,How often do you present to the Board of Directors?,Did your most recent employment offer include a hiring bonus?,Amount of employment offer bonus?,Employment Bonus - Converted,Have you pre-negotiated a severance agreement as part of your employment?,Are you currently included in the following?,Do you have a negotiated accelerated vesting clause / early termination agreement?,Are you currently on a Board of Directors?,Are you currently on a Board of Advisors?,Are you compensated for your Advisor role?,What is the primary measure you use to justify your security budget requirements?,Do you have a personal liability insurance policy in place?,"When it comes to AI security, which area do you believe should receive the highest spending priority within the CISO’s security program?",How would you rate your organization’s current maturity in the area of AI governance and risk management?,What percentage of your organization’s overall annual information security budget do you plan to allocate to AI security?,Which aspect of AI governance and risk management poses the greatest challenge for your organization today?,What are your greatest concerns regarding AI tools in your organization?,Which AI risk management or governance frameworks is your organization currently using or planning to adopt?,Which attack vectors are your organization's highest security priorities for 2026?,"How confident are you in your internal team’s capability to evaluate and verify technical depth, leadership, and domain fit when sourcing security candidates?",Which trade-offs make hiring a security leader most difficult or costly for your organization?,Is your organization planning / considering on hiring a dedicated AI Security Leader,Record_Type,Role_Bucket,Company
Synthetic-2026,Deputy Global CISO,NextGen,Male,"Salt Lake City, UT, USA",Salt Lake City,North America,43,Yes,1000 - 4999 employees,Manufacturing,Publicly Traded Company,CISO,USD (U.S. Dollar),325000,"$66,000",,325000,"$66,000",,715000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Physical Security / Executive Protection,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",34,I do not report to the Board of Directors,No,,,Yes,Neither,No,Yes,No,No,"Attack Surface / Risk Assessment,Business Impact",No,Third-party/vendor AI risk management,Established and repeatable,0,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls","EU AI Act requirements (compliance-driven),NIST AI Risk Management Framework (AI RMF),None at this time","AI-enhanced attacks,Ransomware,Third party risk attacks",Not confident,"Lack of alignment on the role requirements,Time spent screening unqualified candidates",No,Synthetic,Deputy CISO,EY
Synthetic-2026,Deputy Global CISO,NextGen,Male,"Seattle, WA, USA",Seattle,North America,27,Yes,"25,000+ employees",Cloud Security,Publicly Traded Company,CISO,USD (U.S. Dollar),395000,"$31,000","$534,000",395000,"$31,000","$534,000",960000,"AI Data Protection / Privacy and Security,AI Safety & Reliability,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",116,I do not report to the Board of Directors,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Business Impact,Compliance and Regulatory Fine(s) Avoidance",Yes,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,2,Shadow AI,"Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Phishing/social engineering,Third party risk attacks",Not confident,Location (RTO) constraints limiting hiring,I am the AI Security leader,Synthetic,Deputy CISO,Coca-Cola
Synthetic-2026,Deputy CISO,NextGen,Female,"Tokyo, USA",Tokyo,North America,37,No,"5000 - 9,999 employees",Enterprise Software,Publicly Traded Company,CISO,USD (U.S. Dollar),325000,"$264,000",$0,325000,"$264,000",$0,505000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Physical Security / Executive Protection,Security Operations,Third Party Risk Management (TPRM)",10,Per request,Yes,"$100,000","$100,000",No,Neither,No,No,Yes,No,"Business Impact,Financial and/or Risk-Based Metrics",No,Third-party/vendor AI risk management,Initial / ad hoc efforts,20,Managing third-party/vendor AI risk,"Regulatory compliance violations,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"API security,Identity/credential theft,Phishing/social engineering,Ransomware,Zero-day exploits",Not confident,Competing with salary expectations in the market,No,Synthetic,Deputy CISO,JP Morgan Chase
Synthetic-2026,Deputy CISO,NextGen,Male,"London, UK",London,Europe & International,38,No,"25,000+ employees",HealthTech,Publicly Traded Company,CISO,USD (U.S. Dollar),370000,"$84,000",,370000,"$84,000",,625000,"AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,Incident Response,Infrastructure Engineering / Operations,Product Security / AppSec,Security Operations,Trust & Safety",230,I do not report to the Board of Directors,Yes,"$50,000","$50,000",No,"Corporate Indemnification Policy,Corporate Directors & Officers (D&O) Policy",No,No,No,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance",Yes,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,5,Shadow AI,"Dependency on AI vendors with unclear security practices,Regulatory compliance violations",None at this time,"AI-enhanced attacks,Third party risk attacks",Not confident,Competing with salary expectations in the market,Yes,Synthetic,Deputy CISO,Northrop Grumman
Synthetic-2026,Deputy Global CISO,NextGen,Female,"New York, NY, USA",NYC Metro,North America,48,Yes,"25,000+ employees",Enterprise Software,Publicly Traded Company,CISO,USD (U.S. Dollar),205000,,,205000,,,225000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Physical Security / Executive Protection,Product Security / AppSec,Third Party Risk Management (TPRM)",26,I do not report to the Board of Directors,No,,,No,"Corporate Indemnification Policy,Corporate Directors & Officers (D&O) Policy",No,No,Yes,Yes (Cash and / or Equity),Compliance and Regulatory Fine(s) Avoidance,No,Third-party/vendor AI risk management,Established and repeatable,5,Defining clear accountability/ownership for AI risk across the business,"AI decision-making in security tools creating blind spots,Dependency on AI vendors with unclear security practices,Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls","ISO/IEC 23894 (AI Risk Management),None at this time","Cloud misconfigurations,Insider threats,Phishing/social engineering,Third party risk attacks,Zero-day exploits",Somewhat confident,Risk of hiring someone who looks good on paper but lacks depth,I am the AI Security leader,Synthetic,Deputy CISO,Oracle
Synthetic-2026,"VP, Deputy CISO",NextGen,Male,"San Francisco, CA, USA",Bay Area,North America,2,No,"10,000 - 25,000 employees",Banking / Financial Services,Privately Held Company,CISO,USD (U.S. Dollar),275000,"$31,000","$299,000",275000,"$31,000","$299,000",605000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Incident Response,Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",29,I do not report to the Board of Directors,No,,,No,Neither,No,No,Yes,No,"Attack Surface / Risk Assessment,Business Impact",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Initial / ad hoc efforts,3,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices,Intellectual property theft through AI platforms,Shadow AI usage bypassing security controls",Other,"AI-enhanced attacks,Mobile / BYOD threats",Somewhat confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",No,Synthetic,Deputy CISO,SalesLoft
Synthetic-2026,"VP, Deputy CISO",NextGen,Male,"Nashville, TN, USA",Nashville,North America,60,No,"5000 - 9,999 employees",HealthTech,Government / Municipality,CISO,USD (U.S. Dollar),170000,,,170000,,,260000,"AI Data Protection / Privacy and Security,Corp IT Security / Enterprise Security,Incident Response,Information Technology (IT) / Business Technology (BizApps),Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",7,At least annually,No,,,No,Neither,No,No,No,Yes (Cash and / or Equity),"Business Impact,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,5,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors,Regulatory compliance violations,Shadow AI usage bypassing security controls",Internal / proprietary AI risk framework,"AI-enhanced attacks,Identity/credential theft",Not confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",No,Synthetic,Deputy CISO,U.S. Air Force
Synthetic-2026,Deputy CISO,NextGen,Male,"Seattle, WA, USA",Seattle,North America,22,No,"25,000+ employees",Retail,Privately Held Company,CISO,USD (U.S. Dollar),240000,,$0,240000,,$0,240000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",8,I do not report to the Board of Directors,No,,,Yes,Corporate Indemnification Policy,No,No,No,Yes (Cash and / or Equity),Attack Surface / Risk Assessment,No,Workforce training and upskilling on AI risks,Established and repeatable,15,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices,Intellectual property theft through AI platforms,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Phishing/social engineering,Ransomware,Zero-day exploits",Very confident,"Competing with salary expectations in the market,Time spent screening unqualified candidates",No,Synthetic,Deputy CISO,Outreach
Synthetic-2026,Deputy Global CISO,NextGen,Male,"Raleigh, NC, USA",Raleigh - Durham,North America,5,No,1000 - 4999 employees,Enterprise Software,Publicly Traded Company,CISO,USD (U.S. Dollar),180000,,"$5,000",180000,,"$5,000",185000,"AI Data Protection / Privacy and Security,AI Safety & Reliability,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,GRC,Incident Response,Infrastructure Engineering / Operations,Physical Security / Executive Protection,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",3,I do not report to the Board of Directors,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,Yes,Yes (Cash and / or Equity),Attack Surface / Risk Assessment,No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,5,Aligning AI security with enterprise risk management frameworks,"Data exposure/privacy breaches,Regulatory compliance violations","EU AI Act requirements (compliance-driven),NIST AI Risk Management Framework (AI RMF),Other","Insider threats,Ransomware",Very confident,"Lack of alignment on the role requirements,Location (RTO) constraints limiting hiring",No,Synthetic,Deputy CISO,ASML
Synthetic-2026,Deputy CSO,NextGen,Male,"Salt Lake City, UT, USA",Salt Lake City,North America,108,Yes,"10,000 - 25,000 employees",Banking / Financial Services,Publicly Traded Company,CISO,USD (U.S. Dollar),340000,"$57,000","$213,000",340000,"$57,000","$213,000",610000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Fraud,GRC,Identity & Access Management / IAM,Incident Response,Physical Security / Executive Protection,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",54,I do not report to the Board of Directors,Yes,"$200,000","$200,000",No,Neither,No,No,No,Yes (Cash and / or Equity),"Business Impact,Financial and/or Risk-Based Metrics",No,Workforce training and upskilling on AI risks,Initial / ad hoc efforts,10,Shadow AI,"Intellectual property theft through AI platforms,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"Cloud misconfigurations,Identity/credential theft",Somewhat confident,Time spent screening unqualified candidates,Yes,Synthetic,Deputy CISO,General Mills
Synthetic-2026,Deputy CISO,NextGen,Male,"Seattle, WA, USA",Seattle,North America,28,No,"25,000+ employees",HealthTech,Publicly Traded Company,CISO,USD (U.S. Dollar),200000,"$271,000",$0,200000,"$271,000",$0,200000,"AI Data Protection / Privacy and Security,Cloud Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Security Operations",38,I do not report to the Board of Directors,No,,,No,Corporate Directors & Officers (D&O) Policy,No,Yes,No,No,"Attack Surface / Risk Assessment,Business Impact,Financial and/or Risk-Based Metrics",Yes,Monitoring and detection for AI-driven threats,Developing but inconsistent,0,Defining clear accountability/ownership for AI risk across the business,"AI-generated content being used in social engineering attacks,Shadow AI usage bypassing security controls",Internal / proprietary AI risk framework,"AI-enhanced attacks,API security",Somewhat confident,Risk of hiring someone who looks good on paper but lacks depth,Already have a dedicated AI Security leader in place,Synthetic,Deputy CISO,Johnson & Johnson
Synthetic-2026,Deputy Global CISO,NextGen,Male,"Amsterdam, Netherlands",Amsterdam,Europe & International,61,No,"10,000 - 25,000 employees",Cloud Infrastructure,Publicly Traded Company,CISO,USD (U.S. Dollar),200000,,"$65,000",200000,,"$65,000",265000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,GRC,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Physical Security / Executive Protection,Post-Quantum Cryptography (PQC),Security Operations,Third Party Risk Management (TPRM)",21,At least annually,Yes,"$100,000","$100,000",No,Neither,No,Yes,No,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,0,Shadow AI,"AI-generated content being used in social engineering attacks,Integration with critical systems creating attack vectors",ISO/IEC 23894 (AI Risk Management),"AI-enhanced attacks,Insider threats,Third party risk attacks,Zero-day exploits",Not confident,"Competing with salary expectations in the market,Time spent screening unqualified candidates",No,Synthetic,Deputy CISO,Booz Allen Hamilton
Synthetic-2026,Deputy CISO,NextGen,Male,"Tel Aviv, Israel",Tel Aviv,Europe & International,91,Yes,"25,000+ employees",FinTech,Publicly Traded Company,CISO,USD (U.S. Dollar),280000,,"$310,000",280000,,"$310,000",590000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,Identity & Access Management / IAM,Information Technology (IT) / Business Technology (BizApps),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",61,I do not report to the Board of Directors,No,,,Yes,Neither,Yes,No,No,Yes (Cash and / or Equity),"Business Impact,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,1,Establishing regulatory compliance and auditability for AI systems,"Dependency on AI vendors with unclear security practices,Regulatory compliance violations","EU AI Act requirements (compliance-driven),Internal / proprietary AI risk framework,NIST AI Risk Management Framework (AI RMF)","API security,Insider threats,Ransomware",Somewhat confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,Deputy CISO,Apple
Synthetic-2026,Deputy CISO,NextGen,Male,"New York, NY, USA",NYC Metro,North America,4,Yes,"10,000 - 25,000 employees",Professional Services,Publicly Traded Company,CISO,USD (U.S. Dollar),165000,"$26,000",$0,165000,"$26,000",$0,165000,"AI Data Protection / Privacy and Security,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,GRC,Incident Response,Information Technology (IT) / Business Technology (BizApps),Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",18,I do not report to the Board of Directors,No,,,No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",No,Workforce training and upskilling on AI risks,Developing but inconsistent,0,Managing third-party/vendor AI risk,Shadow AI usage bypassing security controls,NIST AI Risk Management Framework (AI RMF),"Ransomware,Third party risk attacks",Somewhat confident,"Risk of hiring someone who looks good on paper but lacks depth,Uncertainty in defining the right skills and profile for the role",No,Synthetic,Deputy CISO,Northrop Grumman
Synthetic-2026,Deputy Global CISO,NextGen,Male,"San Francisco, CA, USA",Bay Area,North America,19,No,"25,000+ employees",HealthTech,Publicly Traded Company,CISO,USD (U.S. Dollar),485000,,"$860,000",485000,,"$860,000",1345000,"AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,Product Security / AppSec,Security Operations",38,I do not report to the Board of Directors,No,,,Yes,Corporate Directors & Officers (D&O) Policy,No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact,Percentage of company revenue",Yes,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,3,Defining clear accountability/ownership for AI risk across the business,"Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Mobile / BYOD threats,Ransomware",Not confident,"Competing with salary expectations in the market,Time spent screening unqualified candidates",I am the AI Security leader,Synthetic,Deputy CISO,Netflix
Synthetic-2026,Deputy CISO,NextGen,Male,"Salt Lake City, UT, USA",Salt Lake City,North America,8,Yes,"25,000+ employees",Banking / Financial Services,Publicly Traded Company,CISO,USD (U.S. Dollar),275000,,"$5,000",275000,,"$5,000",280000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Post-Quantum Cryptography (PQC),Privacy,Security Operations",150,I do not report to the Board of Directors,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,No,No,Percentage of company revenue,No,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,5,Other,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors",Other,"API security,Identity/credential theft",Very confident,Risk of hiring someone who looks good on paper but lacks depth,No,Synthetic,Deputy CISO,Visa
Synthetic-2026,Deputy CISO,NextGen,Female,"Chicago, IL, USA",Chicago,North America,8,No,"25,000+ employees",Enterprise Software,Publicly Traded Company,CISO,USD (U.S. Dollar),395000,"$52,000",,395000,"$52,000",,1195000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",24,Per request,No,,,No,Neither,No,No,No,No,"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,1,Establishing regulatory compliance and auditability for AI systems,"AI decision-making in security tools creating blind spots,Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls",ISO/IEC 23894 (AI Risk Management),"API security,Insider threats,Other,Third party risk attacks,Zero-day exploits",Somewhat confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",Yes,Synthetic,Deputy CISO,Varonis
Synthetic-2026,Deputy CSO,NextGen,Male,"Seattle, WA, USA",Seattle,North America,52,No,"25,000+ employees",Artificial Intelligence (AI),Privately Held Company,CISO,USD (U.S. Dollar),205000,"$88,000",$0,205000,"$88,000",$0,205000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",5,Per request,No,,,Yes,Corporate Directors & Officers (D&O) Policy,No,No,Yes,Yes (Cash and / or Equity),"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Initial / ad hoc efforts,5,Other,"Dependency on AI vendors with unclear security practices,Intellectual property theft through AI platforms",ISO/IEC 23894 (AI Risk Management),"API security,Identity/credential theft,Phishing/social engineering",Somewhat confident,"Competing with salary expectations in the market,Lack of alignment on the role requirements,Time spent screening unqualified candidates",No,Synthetic,Deputy CISO,Sumo Logic
Synthetic-2026,Deputy CISO,NextGen,Male,"Tulsa, OK, USA",Tulsa,North America,31,Yes,"25,000+ employees",Logistics / Transportation,Publicly Traded Company,CISO,USD (U.S. Dollar),325000,"$344,000",$0,325000,"$344,000",$0,665000,"AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI/ML Security Engineering,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,GRC,Identity & Access Management / IAM,Incident Response,Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",47,I do not report to the Board of Directors,Yes,"$50,000","$50,000",Yes,Corporate Directors & Officers (D&O) Policy,No,Yes,No,No,"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Workforce training and upskilling on AI risks,Initial / ad hoc efforts,2,Defining clear accountability/ownership for AI risk across the business,"AI decision-making in security tools creating blind spots,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"Identity/credential theft,Ransomware",Not confident,"Risk of hiring someone who looks good on paper but lacks depth,Uncertainty in defining the right skills and profile for the role",Yes,Synthetic,Deputy CISO,Johnson & Johnson
Synthetic-2026,Deputy CISO,NextGen,Male,"New York, NY, USA",NYC Metro,North America,8,Yes,500 - 999 employees,Financial Services,Privately Held Company,CISO,USD (U.S. Dollar),310000,"$69,000","$616,000",310000,"$69,000","$616,000",995000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Security Operations",7,Per request,Yes,"$120,000","$120,000",No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Established and repeatable,5,Shadow AI,Data exposure/privacy breaches,"Internal / proprietary AI risk framework,NIST AI Risk Management Framework (AI RMF)","API security,Mobile / BYOD threats,Ransomware,Third party risk attacks",Very confident,Time spent screening unqualified candidates,I am the AI Security leader,Synthetic,Deputy CISO,Orca Security
Synthetic-2026,Deputy Global CISO,NextGen,Male,"London, UK",London,Europe & International,21,No,1000 - 4999 employees,Artificial Intelligence (AI),Publicly Traded Company,CISO,USD (U.S. Dollar),200000,"$106,000",$0,200000,"$106,000",$0,230000,"AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Other,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",10,I do not report to the Board of Directors,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Business Impact,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,5,Managing third-party/vendor AI risk,"AI-generated content being used in social engineering attacks,Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls",None at this time,"Identity/credential theft,Phishing/social engineering",Not confident,Time spent screening unqualified candidates,Already have a dedicated AI Security leader in place,Synthetic,Deputy CISO,Citigroup
Synthetic-2026,Deputy CISO,NextGen,Male,"Seattle, WA, USA",Seattle,North America,15,Yes,"25,000+ employees",Internet,Privately Held Company,CISO,USD (U.S. Dollar),365000,,"$520,000",365000,,"$520,000",885000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",9,I do not report to the Board of Directors,Yes,"$25,000","$25,000",No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",Yes,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,20,Defining clear accountability/ownership for AI risk across the business,"AI-generated content being used in social engineering attacks,Dependency on AI vendors with unclear security practices",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Phishing/social engineering,Ransomware",Somewhat confident,Risk of hiring someone who looks good on paper but lacks depth,No,Synthetic,Deputy CISO,Samsara
Synthetic-2026,Deputy CISO,NextGen,Female,"Washington, DC, USA",DMV,North America,3,Yes,"25,000+ employees",BioTech,Publicly Traded Company,CISO,USD (U.S. Dollar),240000,,"$25,000",240000,,"$25,000",265000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,GRC,Identity & Access Management / IAM,Incident Response,Privacy,Product Security / AppSec,Third Party Risk Management (TPRM)",8,I do not report to the Board of Directors,No,,,No,Neither,No,No,No,No,"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Established and repeatable,0,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices,Intellectual property theft through AI platforms,Regulatory compliance violations",NIST AI Risk Management Framework (AI RMF),"Ransomware,Third party risk attacks",Not confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",Yes,Synthetic,Deputy CISO,Kraft Heinz
Synthetic-2026,Deputy CISO,NextGen,Male,"Washington, DC, USA",DMV,North America,36,Yes,"25,000+ employees",Manufacturing,Privately Held Company,CISO,USD (U.S. Dollar),265000,"$66,000",,265000,"$66,000",,695000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Incident Response,Information Technology (IT) / Business Technology (BizApps),Security Operations,Third Party Risk Management (TPRM)",210,I do not report to the Board of Directors,Yes,"$10,000","$10,000",No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact,Financial and/or Risk-Based Metrics",Yes,Monitoring and detection for AI-driven threats,Established and repeatable,10,Shadow AI,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices,Regulatory compliance violations",NIST AI Risk Management Framework (AI RMF),"Identity/credential theft,Third party risk attacks",Not confident,"Competing with salary expectations in the market,Lack of alignment on the role requirements,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,Deputy CISO,Resilience Cyber Insurance
